,X,hsanum,savings,trunc_savings,mean_price,p7525_ratio
1895,1895,25039,-89.47308275,-89,"10,000",10000.00
1896,1896,25041,-109.0787152,-109,"10,000",10000.00
1897,1897,25042,-68.13942774,-68,"10,000",10000.00
1898,1898,25044,-84.0811836,-84,"10,000",10000.00
1899,1899,25045,-120.9120604,-121,"10,000",10000.00
1900,1900,25045,-120.9120604,-121,"10,000",10000.00
1901,1901,25046,-66.20669618,-66,"10,000",10000.00
1902,1902,25046,-66.20669618,-66,"10,000",10000.00
1903,1903,25048,-119.8630521,-120,"10,000",10000.00
1904,1904,25050,NA,"10,000","10,000",10000.00
1905,1905,25051,NA,"10,000","10,000",10000.00
1906,1906,25053,-113.5432403,-114,"10,000",10000.00
1907,1907,25054,-118.6049209,-119,"10,000",10000.00
1908,1908,25055,-83.59999484,-84,"10,000",10000.00
1909,1909,25056,-120.287841,-120,"10,000",10000.00
1910,1910,25056,-120.287841,-120,"10,000",10000.00
1911,1911,25057,-65.09415656,-65,"10,000",10000.00
1912,1912,25059,-128.0098117,-128,"10,000",10000.00
1913,1913,25059,-128.0098117,-128,"10,000",10000.00
1914,1914,25060,-178.5988769,-179,"10,000",10000.00
1915,1915,25063,-153.1550515,-153,"10,000",10000.00
1916,1916,25063,-153.1550515,-153,"10,000",10000.00
1917,1917,25064,-63.84825181,-64,"10,000",10000.00
1918,1918,25066,-66.9007862,-67,"10,000",10000.00
1919,1919,25070,-75.77003058,-76,"10,000",10000.00
1920,1920,25071,-52.03206225,-52,"10,000",10000.00
1921,1921,25072,-79.10402569,-79,"10,000",10000.00
1922,1922,25075,-177.9146421,-178,"10,000",10000.00
1923,1923,25082,-143.7249553,-144,"10,000",10000.00
1924,1924,25084,-153.1167622,-153,"10,000",10000.00
1925,1925,25085,-64.0073438,-64,"10,000",10000.00
1926,1926,25087,-157.1346218,-157,"10,000",10000.00
1927,1927,25087,-157.1346218,-157,"10,000",10000.00
1928,1928,25089,-67.92665295,-68,"10,000",10000.00
1929,1929,25090,-159.6733173,-160,"10,000",10000.00
1930,1930,25093,-148.404465,-148,"10,000",10000.00
1931,1931,25094,-60.9227959,-61,"10,000",10000.00
1932,1932,26001,-64.0691831,-64,"10,000",10000.00
1933,1933,26003,NA,"10,000","2,990",1.46
1934,1934,26005,NA,"10,000","1,918",1.47
1935,1935,26006,-164.7071542,-165,"10,000",10000.00
1936,1936,26009,-156.9622771,-157,"1,342",1.89
1937,1937,26010,-140.7327032,-141,"10,000",10000.00
1938,1938,26011,-92.02333034,-92,"1,319",2.57
1939,1939,26012,-138.6538513,-139,"10,000",10000.00
1940,1940,26013,-223.5844432,-224,"10,000",10000.00
1941,1941,26013,-223.5844432,-224,"10,000",10000.00
1942,1942,26014,-64.99191947,-65,"10,000",10000.00
1943,1943,26015,NA,"10,000","1,445",1.91
1944,1944,26019,-194.797969,-195,"1,380",1.61
1945,1945,26020,-131.2153265,-131,"10,000",10000.00
1946,1946,26020,-131.2153265,-131,"10,000",10000.00
1947,1947,26021,-91.91845564,-92,"1,329",2.79
1948,1948,26021,-91.91845564,-92,"1,329",2.79
1949,1949,26022,NA,"10,000","10,000",10000.00
1950,1950,26023,-186.3443512,-186,"2,355",2.03
1951,1951,26025,-181.0103158,-181,"1,828",5.04
1952,1952,26026,-153.7136014,-154,"10,000",10000.00
1953,1953,26027,NA,"10,000","1,567",2.55
1954,1954,26028,-64.74059193,-65,"10,000",10000.00
1955,1955,26029,-103.9146128,-104,"1,909",1.67
1956,1956,26029,-103.9146128,-104,"1,909",1.67
1957,1957,26029,-103.9146128,-104,"1,909",1.67
1958,1958,26031,-96.99502079,-97,"1,462",1.54
1959,1959,26033,-111.2729638,-111,"2,194",1.88
1960,1960,26034,NA,"10,000","10,000",10000.00
1961,1961,26035,-152.6212309,-153,"10,000",10000.00
1962,1962,26036,NA,"10,000","10,000",10000.00
1963,1963,26037,-178.7682255,-179,"1,824",1.60
1964,1964,26038,NA,"10,000","10,000",10000.00
1965,1965,26039,-101.9147708,-102,"1,298",2.18
1966,1966,26040,-190.4040757,-190,"10,000",10000.00
1967,1967,26040,-190.4040757,-190,"10,000",10000.00
1968,1968,26041,-180.0346269,-180,"3,366",1.70
1969,1969,26041,-180.0346269,-180,"3,366",1.70
1970,1970,26041,-180.0346269,-180,"3,366",1.70
1971,1971,26042,-184.7466832,-185,"10,000",10000.00
1972,1972,26043,-200.3089317,-200,"2,313",1.43
1973,1973,26045,-91.24425574,-91,"1,670",1.63
1974,1974,26046,-135.0952753,-135,"10,000",10000.00
1975,1975,26048,NA,"10,000","10,000",10000.00
1976,1976,26049,-115.8579405,-116,"1,526",3.67
1977,1977,26050,-60.95659853,-61,"10,000",10000.00
1978,1978,26052,-107.5867544,-108,"10,000",10000.00
1979,1979,26053,-106.8242744,-107,"1,983",1.89
1980,1980,26056,-83.45051397,-83,"10,000",10000.00
1981,1981,26057,-170.4697461,-170,"1,515",2.21
1982,1982,26059,-83.74282698,-84,"2,169",2.36
1983,1983,26064,-151.1585537,-151,"10,000",10000.00
1984,1984,26065,-150.9016321,-151,"1,883",1.63
1985,1985,26066,-134.3124316,-134,"10,000",10000.00
1986,1986,26066,-134.3124316,-134,"10,000",10000.00
1987,1987,26067,-85.71184266,-86,"1,542",2.00
1988,1988,26068,-139.6709049,-140,"10,000",10000.00
1989,1989,26069,-167.409974,-167,"1,347",1.93
1990,1990,26070,-84.30594403,-84,"10,000",10000.00
1991,1991,26071,-197.7808134,-198,"3,044",2.10
1992,1992,26071,-197.7808134,-198,"3,044",2.10
1993,1993,26072,-78.60454004,-79,"10,000",10000.00
1994,1994,26073,-78.57885109,-79,"1,676",2.31
1995,1995,26074,-154.5682675,-155,"10,000",10000.00
1996,1996,26074,-154.5682675,-155,"10,000",10000.00
1997,1997,26075,-198.7814995,-199,"2,114",4.10
1998,1998,26076,-152.6787922,-153,"10,000",10000.00
1999,1999,26077,-209.3129346,-209,"1,365",1.98
2000,2000,26078,NA,"10,000","10,000",10000.00
2001,2001,26079,-211.6150972,-212,"1,206",1.50
2002,2002,26079,-211.6150972,-212,"1,206",1.50
2003,2003,26080,-108.187644,-108,"10,000",10000.00
2004,2004,26080,-108.187644,-108,"10,000",10000.00
2005,2005,26081,-157.7265487,-158,"1,187",2.06
2006,2006,26081,-157.7265487,-158,"1,187",2.06
2007,2007,26082,-126.0174883,-126,"10,000",10000.00
2008,2008,26082,-126.0174883,-126,"10,000",10000.00
2009,2009,26082,-126.0174883,-126,"10,000",10000.00
2010,2010,26084,-94.89270136,-95,"10,000",10000.00
2011,2011,26088,-97.24260115,-97,"10,000",10000.00
2012,2012,26089,-91.38791793,-91,"1,106",1.48
2013,2013,26090,-107.7929592,-108,"10,000",10000.00
2014,2014,26091,-77.69307819,-78,"1,823",3.40
2015,2015,26093,-130.3881708,-130,"1,908",3.75
2016,2016,27001,-124.9779907,-125,"2,650",1.83
2017,2017,27005,-120.3693968,-120,"1,886",1.69
2018,2018,27005,-120.3693968,-120,"1,886",1.69
2019,2019,27005,-120.3693968,-120,"1,886",1.69
2020,2020,27006,-69.53770032,-70,"10,000",10000.00
2021,2021,27007,-94.51792494,-95,"10,000",10000.00
2022,2022,27016,-91.34564303,-91,"10,000",10000.00
2023,2023,27022,-76.33934562,-76,"10,000",10000.00
2024,2024,27022,-76.33934562,-76,"10,000",10000.00
2025,2025,27023,-114.2565761,-114,"2,395",3.04
2026,2026,27026,-129.826422,-130,"10,000",10000.00
2027,2027,27026,-129.826422,-130,"10,000",10000.00
2028,2028,27027,-99.86160497,-100,"1,553",1.24
2029,2029,27027,-99.86160497,-100,"1,553",1.24
2030,2030,27028,-181.360145,-181,"10,000",10000.00
2031,2031,27028,-181.360145,-181,"10,000",10000.00
2032,2032,27030,-56.33894646,-56,"10,000",10000.00
2033,2033,27031,-80.35901113,-80,"10,000",10000.00
2034,2034,27034,-145.9220538,-146,"10,000",10000.00
2035,2035,27034,-145.9220538,-146,"10,000",10000.00
2036,2036,27036,-55.82585453,-56,"10,000",10000.00
2037,2037,27038,-187.0792889,-187,"10,000",10000.00
2038,2038,27046,-67.13366697,-67,"10,000",10000.00
2039,2039,27049,-63.2113904,-63,"2,229",1.85
2040,2040,27052,NA,"10,000","10,000",10000.00
2041,2041,28006,-102.2023332,-102,"10,000",10000.00
2042,2042,28007,-103.157308,-103,963,1.59
2043,2043,28009,-276.3422892,-276,"1,594",3.17
2044,2044,28011,-183.054815,-183,"2,303",1.91
2045,2045,28013,-43.9328394,-44,"1,896",3.22
2046,2046,28016,-120.2871085,-120,"10,000",10000.00
2047,2047,28018,-108.7734894,-109,"10,000",10000.00
2048,2048,28022,-158.6164324,-159,"10,000",10000.00
2049,2049,28023,-162.9834848,-163,"1,004",2.75
2050,2050,28027,-106.0332376,-106,"1,903",2.25
2051,2051,28034,-80.32082038,-80,"10,000",10000.00
2052,2052,28036,-104.8082129,-105,"10,000",10000.00
2053,2053,28036,-104.8082129,-105,"10,000",10000.00
2054,2054,28039,-64.34269474,-64,"10,000",10000.00
2055,2055,28042,-96.8702544,-97,"10,000",10000.00
2056,2056,28045,-80.78557497,-81,"1,195",2.29
2057,2057,28045,-80.78557497,-81,"1,195",2.29
2058,2058,28045,-80.78557497,-81,"1,195",2.29
2059,2059,28048,-97.38821812,-97,"10,000",10000.00
2060,2060,28049,-90.94634759,-91,"1,000",1.50
2061,2061,28051,-73.40430438,-73,963,1.59
2062,2062,28051,-73.40430438,-73,963,1.59
2063,2063,28051,-73.40430438,-73,963,1.59
2064,2064,28052,-77.95054231,-78,"10,000",10000.00
2065,2065,28053,-34.65289764,-35,"10,000",10000.00
2066,2066,28055,-89.1711169,-89,"10,000",10000.00
2067,2067,28056,-135.2600928,-135,"10,000",10000.00
2068,2068,28056,-135.2600928,-135,"10,000",10000.00
2069,2069,28057,-67.37226419,-67,"1,350",2.13
2070,2070,28058,-68.7505802,-69,"10,000",10000.00
2071,2071,28064,NA,"10,000","10,000",10000.00
2072,2072,28067,-115.0693411,-115,720,1.50
2073,2073,28068,-95.89777969,-96,"10,000",10000.00
2074,2074,28069,-97.33394125,-97,"1,127",2.68
2075,2075,28070,-250.9594178,-251,"10,000",10000.00
2076,2076,28071,-109.6861562,-110,"1,789",2.21
2077,2077,28073,NA,"10,000",740,1.35
2078,2078,28077,NA,"10,000",915,1.73
2079,2079,28078,-176.7724063,-177,"10,000",10000.00
2080,2080,28079,-71.44425623,-71,"10,000",10000.00
2081,2081,28080,-95.56321219,-96,"10,000",10000.00
2082,2082,29001,-146.6429775,-147,"2,773",2.70
2083,2083,29002,NA,"10,000","10,000",10000.00
2084,2084,29003,-80.45142669,-80,"2,159",1.84
2085,2085,29003,-80.45142669,-80,"2,159",1.84
2086,2086,29004,-143.0914734,-143,"10,000",10000.00
2087,2087,29006,-184.0344657,-184,"10,000",10000.00
2088,2088,29008,NA,"10,000","10,000",10000.00
2089,2089,29010,-119.9568108,-120,"10,000",10000.00
2090,2090,29010,-119.9568108,-120,"10,000",10000.00
2091,2091,29010,-119.9568108,-120,"10,000",10000.00
2092,2092,29013,-65.18985366,-65,"1,757",1.72
2093,2093,29013,-65.18985366,-65,"1,757",1.72
2094,2094,29015,-142.3629739,-142,"2,092",1.53
2095,2095,29016,-129.9340291,-130,"10,000",10000.00
2096,2096,30001,-267.2111678,-267,"1,994",1.98
2097,2097,30002,-111.410798,-111,"10,000",10000.00
2098,2098,30004,-106.6060842,-107,"10,000",10000.00
2099,2099,30005,NA,"10,000","10,000",10000.00
2100,2100,30006,-187.2132099,-187,"10,000",10000.00
2101,2101,30007,-223.0994719,-223,"1,437",1.42
2102,2102,30008,NA,"10,000","10,000",10000.00
2103,2103,30010,-155.8781991,-156,"10,000",10000.00
2104,2104,30011,-152.4487637,-152,"10,000",10000.00
2105,2105,30012,-93.95589132,-94,"10,000",10000.00
2106,2106,30013,-137.5737395,-138,"1,324",1.79
2107,2107,30014,NA,"10,000","10,000",10000.00
2108,2108,30015,NA,"10,000","10,000",10000.00
2109,2109,30015,NA,"10,000","10,000",10000.00
2110,2110,30016,-236.3591991,-236,"10,000",10000.00
2111,2111,30017,NA,"10,000","10,000",10000.00
2112,2112,30019,NA,"10,000","10,000",10000.00
2113,2113,30020,NA,"10,000","10,000",10000.00
2114,2114,30021,NA,"10,000","10,000",10000.00
2115,2115,30022,NA,"10,000","10,000",10000.00
2116,2116,30023,NA,"10,000","10,000",10000.00
2117,2117,30024,-115.8606118,-116,"10,000",10000.00
2118,2118,31001,-125.2036695,-125,"1,955",2.39
2119,2119,31001,-125.2036695,-125,"1,955",2.39
2120,2120,31002,NA,"10,000","10,000",10000.00
2121,2121,31003,NA,"10,000","10,000",10000.00
2122,2122,31005,-146.9332638,-147,"10,000",10000.00
2123,2123,31005,-146.9332638,-147,"10,000",10000.00
2124,2124,31005,-146.9332638,-147,"10,000",10000.00
2125,2125,31006,-89.53484433,-90,"10,000",10000.00
2126,2126,31007,NA,"10,000","10,000",10000.00
2127,2127,31008,-129.9595677,-130,"10,000",10000.00
2128,2128,31010,NA,"10,000","10,000",10000.00
2129,2129,31011,-131.834799,-132,"10,000",10000.00
2130,2130,31012,NA,"10,000","10,000",10000.00
2131,2131,31013,NA,"10,000","10,000",10000.00
2132,2132,31014,-133.4291626,-133,"10,000",10000.00
2133,2133,31014,-133.4291626,-133,"10,000",10000.00
2134,2134,31015,-128.2999061,-128,"10,000",10000.00
2135,2135,31016,NA,"10,000","10,000",10000.00
2136,2136,31016,NA,"10,000","10,000",10000.00
2137,2137,31017,NA,"10,000","10,000",10000.00
2138,2138,31019,NA,"10,000","1,656",2.13
2139,2139,31020,NA,"10,000","10,000",10000.00
2140,2140,31021,NA,"10,000","2,580",2.14
2141,2141,31023,-228.8959369,-229,"2,415",1.70
2142,2142,31025,NA,"10,000","1,649",1.81
2143,2143,31025,NA,"10,000","1,649",1.81
2144,2144,31026,NA,"10,000","10,000",10000.00
2145,2145,31026,NA,"10,000","10,000",10000.00
2146,2146,31027,NA,"10,000","2,515",2.05
2147,2147,31027,NA,"10,000","2,515",2.05
2148,2148,31027,NA,"10,000","2,515",2.05
2149,2149,31028,NA,"10,000","10,000",10000.00
2150,2150,31030,NA,"10,000","10,000",10000.00
2151,2151,31031,NA,"10,000","10,000",10000.00
2152,2152,31031,NA,"10,000","10,000",10000.00
2153,2153,31032,-136.3480336,-136,"10,000",10000.00
2154,2154,31032,-136.3480336,-136,"10,000",10000.00
2155,2155,31032,-136.3480336,-136,"10,000",10000.00
2156,2156,31033,NA,"10,000","3,187",3.08
2157,2157,31034,-177.6852449,-178,"10,000",10000.00
2158,2158,31034,-177.6852449,-178,"10,000",10000.00
2159,2159,31035,-179.6609808,-180,"2,161",1.67
2160,2160,31036,-207.7664998,-208,"10,000",10000.00
2161,2161,31037,NA,"10,000","2,232",1.92
2162,2162,31038,NA,"10,000","10,000",10000.00
2163,2163,31039,NA,"10,000","2,495",1.36
2164,2164,31040,NA,"10,000","10,000",10000.00
2165,2165,31041,-167.0169498,-167,"2,415",1.66
2166,2166,31042,NA,"10,000","10,000",10000.00
2167,2167,31042,NA,"10,000","10,000",10000.00
2168,2168,31043,-120.8602047,-121,"2,278",2.04
2169,2169,31045,NA,"10,000","10,000",10000.00
2170,2170,31046,NA,"10,000","10,000",10000.00
2171,2171,31047,NA,"10,000","2,020",3.15
2172,2172,31048,NA,"10,000","10,000",10000.00
2173,2173,31049,NA,"10,000","10,000",10000.00
2174,2174,31050,-199.3048659,-199,"10,000",10000.00
2175,2175,31050,-199.3048659,-199,"10,000",10000.00
2176,2176,31053,-117.1518845,-117,"1,583",2.14
2177,2177,31054,NA,"10,000","10,000",10000.00
2178,2178,31055,NA,"10,000","1,664",1.58
2179,2179,31056,-171.7001223,-172,"10,000",10000.00
2180,2180,31056,-171.7001223,-172,"10,000",10000.00
2181,2181,31058,NA,"10,000","10,000",10000.00
2182,2182,31059,NA,"10,000","10,000",10000.00
2183,2183,31059,NA,"10,000","10,000",10000.00
2184,2184,31061,NA,"10,000","10,000",10000.00
2185,2185,31062,-61.64993197,-62,"10,000",10000.00
2186,2186,31062,-61.64993197,-62,"10,000",10000.00
2187,2187,31063,-170.0606009,-170,"10,000",10000.00
2188,2188,31063,-170.0606009,-170,"10,000",10000.00
2189,2189,31063,-170.0606009,-170,"10,000",10000.00
2190,2190,31065,NA,"10,000","10,000",10000.00
2191,2191,31065,NA,"10,000","10,000",10000.00
2192,2192,31068,NA,"10,000","10,000",10000.00
2193,2193,31069,-103.3937256,-103,"10,000",10000.00
2194,2194,32001,-145.5270548,-146,"1,456",2.97
2195,2195,32002,-183.467472,-183,"10,000",10000.00
2196,2196,32002,-183.467472,-183,"10,000",10000.00
2197,2197,32002,-183.467472,-183,"10,000",10000.00
2198,2198,32003,NA,"10,000","1,089",2.83
2199,2199,32005,-350.6559589,-351,"1,155",1.50
2200,2200,32007,-265.3174132,-265,"1,806",1.45
2201,2201,32008,-374.228305,-374,"10,000",10000.00
2202,2202,32009,-173.0298712,-173,"10,000",10000.00
2203,2203,32010,-121.3730711,-121,"10,000",10000.00
2204,2204,32012,-247.3404696,-247,"10,000",10000.00
2205,2205,32012,-247.3404696,-247,"10,000",10000.00
2206,2206,32013,-191.6764382,-192,"1,375",1.94
2207,2207,32013,-191.6764382,-192,"1,375",1.94
2208,2208,32014,-277.397241,-277,"10,000",10000.00
2209,2209,32015,-247.7962013,-248,"10,000",10000.00
2210,2210,32015,-247.7962013,-248,"10,000",10000.00
2211,2211,32015,-247.7962013,-248,"10,000",10000.00
2212,2212,32016,-163.3945769,-163,"10,000",10000.00
2213,2213,32016,-163.3945769,-163,"10,000",10000.00
2214,2214,32017,-76.64794307,-77,"10,000",10000.00
2215,2215,32019,-179.7539467,-180,"1,068",1.27
2216,2216,32020,-133.6839604,-134,"10,000",10000.00
2217,2217,32021,-227.1580888,-227,"10,000",10000.00
2218,2218,32021,-227.1580888,-227,"10,000",10000.00
2219,2219,32022,-112.6944051,-113,"10,000",10000.00
2220,2220,32023,-71.07464264,-71,"1,350",3.11
2221,2221,32025,-116.2869777,-116,"10,000",10000.00
2222,2222,32027,-144.9083691,-145,"1,305",1.97
2223,2223,33001,-229.7349698,-230,"2,246",2.80
2224,2224,33001,-229.7349698,-230,"2,246",2.80
2225,2225,33002,NA,"10,000","10,000",10000.00
2226,2226,33003,NA,"10,000","2,118",2.24
2227,2227,33004,-185.4892159,-185,"10,000",10000.00
2228,2228,33005,-215.813235,-216,"2,259",1.67
2229,2229,33006,-162.1304602,-162,"10,000",10000.00
2230,2230,33006,-162.1304602,-162,"10,000",10000.00
2231,2231,33007,NA,"10,000","2,888",2.57
2232,2232,33007,NA,"10,000","2,888",2.57
2233,2233,33008,NA,"10,000","10,000",10000.00
2234,2234,33008,NA,"10,000","10,000",10000.00
2235,2235,33009,NA,"10,000","2,147",1.85
2236,2236,33010,-237.4801852,-237,"10,000",10000.00
2237,2237,33010,-237.4801852,-237,"10,000",10000.00
2238,2238,33011,NA,"10,000","2,301",2.17
2239,2239,33012,-181.9725452,-182,"10,000",10000.00
2240,2240,33012,-181.9725452,-182,"10,000",10000.00
2241,2241,33012,-181.9725452,-182,"10,000",10000.00
2242,2242,33013,NA,"10,000","1,904",2.65
2243,2243,33014,-192.2825433,-192,"10,000",10000.00
2244,2244,33014,-192.2825433,-192,"10,000",10000.00
2245,2245,33014,-192.2825433,-192,"10,000",10000.00
2246,2246,33015,-137.2221126,-137,"2,494",2.23
2247,2247,33015,-137.2221126,-137,"2,494",2.23
2248,2248,33017,-127.3977188,-127,"2,608",1.54
2249,2249,33018,-167.3415535,-167,"10,000",10000.00
2250,2250,33018,-167.3415535,-167,"10,000",10000.00
2251,2251,33019,NA,"10,000","2,148",1.73
2252,2252,33020,-136.8421722,-137,"10,000",10000.00
2253,2253,33022,NA,"10,000","10,000",10000.00
2254,2254,33023,-100.6516858,-101,"10,000",10000.00
2255,2255,33025,-137.9487031,-138,"10,000",10000.00
2256,2256,33027,-122.2593519,-122,"10,000",10000.00
2257,2257,33028,NA,"10,000","10,000",10000.00
2258,2258,33029,-112.5093098,-113,"10,000",10000.00
2259,2259,33031,NA,"10,000","10,000",10000.00
2260,2260,33032,NA,"10,000","10,000",10000.00
2261,2261,33033,NA,"10,000","10,000",10000.00
2262,2262,33034,NA,"10,000","10,000",10000.00
2263,2263,33036,NA,"10,000","10,000",10000.00
2264,2264,33037,-141.0322385,-141,"10,000",10000.00
2265,2265,33037,-141.0322385,-141,"10,000",10000.00
2266,2266,33038,NA,"10,000","10,000",10000.00
2267,2267,33039,-208.9882593,-209,"10,000",10000.00
2268,2268,33039,-208.9882593,-209,"10,000",10000.00
2269,2269,33041,-109.7774955,-110,"10,000",10000.00
2270,2270,33042,NA,"10,000","10,000",10000.00
2271,2271,33043,-151.3915163,-151,"10,000",10000.00
2272,2272,33044,-170.0409995,-170,"10,000",10000.00
2273,2273,33046,NA,"10,000","10,000",10000.00
2274,2274,33048,NA,"10,000","10,000",10000.00
2275,2275,33049,NA,"10,000","10,000",10000.00
2276,2276,33050,-162.7926383,-163,"10,000",10000.00
2277,2277,33052,NA,"10,000","10,000",10000.00
2278,2278,33053,NA,"10,000","10,000",10000.00
2279,2279,33053,NA,"10,000","10,000",10000.00
2280,2280,33053,NA,"10,000","10,000",10000.00
2281,2281,33055,NA,"10,000","10,000",10000.00
2282,2282,33056,-95.50912634,-96,"10,000",10000.00
2283,2283,33057,NA,"10,000","10,000",10000.00
2284,2284,33057,NA,"10,000","10,000",10000.00
2285,2285,33058,-112.4112971,-112,"10,000",10000.00
2286,2286,33059,NA,"10,000","10,000",10000.00
2287,2287,33060,-94.67014099,-95,"10,000",10000.00
2288,2288,33063,-100.3144584,-100,"10,000",10000.00
2289,2289,33064,NA,"10,000","10,000",10000.00
2290,2290,33065,NA,"10,000","10,000",10000.00
2291,2291,33066,NA,"10,000","10,000",10000.00
2292,2292,33067,NA,"10,000","10,000",10000.00
2293,2293,33068,-138.8643851,-139,"10,000",10000.00
2294,2294,33069,-89.35713701,-89,"10,000",10000.00
2295,2295,33070,NA,"10,000","10,000",10000.00
2296,2296,33070,NA,"10,000","10,000",10000.00
2297,2297,33072,NA,"10,000","10,000",10000.00
2298,2298,33073,-132.3608258,-132,"10,000",10000.00
2299,2299,33074,-129.8276157,-130,"10,000",10000.00
2300,2300,33074,-129.8276157,-130,"10,000",10000.00
2301,2301,33075,-135.7908239,-136,"10,000",10000.00
2302,2302,33076,-121.5341454,-122,"10,000",10000.00
2303,2303,33077,NA,"10,000","10,000",10000.00
2304,2304,33077,NA,"10,000","10,000",10000.00
2305,2305,33078,NA,"10,000","10,000",10000.00
2306,2306,33079,NA,"10,000","10,000",10000.00
2307,2307,33080,-236.0467804,-236,"10,000",10000.00
2308,2308,33080,-236.0467804,-236,"10,000",10000.00
2309,2309,33080,-236.0467804,-236,"10,000",10000.00
2310,2310,33081,-96.13106393,-96,"10,000",10000.00
2311,2311,33082,NA,"10,000","10,000",10000.00
2312,2312,33084,NA,"10,000","10,000",10000.00
2313,2313,33085,NA,"10,000","10,000",10000.00
2314,2314,33085,NA,"10,000","10,000",10000.00
2315,2315,33085,NA,"10,000","10,000",10000.00
2316,2316,33087,-232.6243347,-233,"10,000",10000.00
2317,2317,33088,-188.8853334,-189,"10,000",10000.00
2318,2318,33088,-188.8853334,-189,"10,000",10000.00
2319,2319,33089,NA,"10,000","10,000",10000.00
2320,2320,33090,NA,"10,000","10,000",10000.00
2321,2321,33090,NA,"10,000","10,000",10000.00
2322,2322,33091,-140.7051659,-141,"10,000",10000.00
2323,2323,33092,-210.7321009,-211,"10,000",10000.00
2324,2324,33093,-125.249052,-125,"10,000",10000.00
2325,2325,33094,NA,"10,000","10,000",10000.00
2326,2326,33095,NA,"10,000","10,000",10000.00
2327,2327,33096,NA,"10,000","10,000",10000.00
2328,2328,33096,NA,"10,000","10,000",10000.00
2329,2329,33097,-93.98176773,-94,"10,000",10000.00
2330,2330,33098,NA,"10,000","10,000",10000.00
2331,2331,33099,-172.796394,-173,"10,000",10000.00
2332,2332,33100,NA,"10,000","10,000",10000.00
2333,2333,33101,-173.4147847,-173,"10,000",10000.00
2334,2334,33101,-173.4147847,-173,"10,000",10000.00
2335,2335,33102,-160.5623946,-161,"10,000",10000.00
2336,2336,33103,-109.1834364,-109,"10,000",10000.00
2337,2337,33104,-136.7865586,-137,"10,000",10000.00
2338,2338,33104,-136.7865586,-137,"10,000",10000.00
2339,2339,33105,NA,"10,000","10,000",10000.00
2340,2340,33106,NA,"10,000","10,000",10000.00
2341,2341,33107,-129.9742802,-130,"10,000",10000.00
2342,2342,33107,-129.9742802,-130,"10,000",10000.00
2343,2343,33108,NA,"10,000","10,000",10000.00
2344,2344,33109,NA,"10,000","10,000",10000.00
2345,2345,33112,-209.2503675,-209,"10,000",10000.00
2346,2346,33112,-209.2503675,-209,"10,000",10000.00
2347,2347,33113,-249.5594834,-250,"10,000",10000.00
2348,2348,33113,-249.5594834,-250,"10,000",10000.00
2349,2349,33113,-249.5594834,-250,"10,000",10000.00
2350,2350,33116,NA,"10,000","10,000",10000.00
2351,2351,33118,NA,"10,000","10,000",10000.00
2352,2352,33119,NA,"10,000","10,000",10000.00
2353,2353,33121,-177.4129479,-177,"10,000",10000.00
2354,2354,33121,-177.4129479,-177,"10,000",10000.00
2355,2355,33122,NA,"10,000","10,000",10000.00
2356,2356,33123,NA,"10,000","10,000",10000.00
2357,2357,33124,NA,"10,000","10,000",10000.00
2358,2358,33125,-94.19367674,-94,"10,000",10000.00
2359,2359,33125,-94.19367674,-94,"10,000",10000.00
2360,2360,33125,-94.19367674,-94,"10,000",10000.00
2361,2361,33126,NA,"10,000","10,000",10000.00
2362,2362,33127,-218.4013151,-218,"10,000",10000.00
2363,2363,33128,-152.1270452,-152,"10,000",10000.00
2364,2364,33128,-152.1270452,-152,"10,000",10000.00
2365,2365,33130,NA,"10,000","10,000",10000.00
2366,2366,33132,-139.0547624,-139,"10,000",10000.00
2367,2367,33133,NA,"10,000","10,000",10000.00
2368,2368,33135,-157.3512775,-157,"10,000",10000.00
2369,2369,33136,-120.1477068,-120,"10,000",10000.00
2370,2370,33137,NA,"10,000","10,000",10000.00
2371,2371,33138,NA,"10,000","10,000",10000.00
2372,2372,33139,NA,"10,000","10,000",10000.00
2373,2373,33139,NA,"10,000","10,000",10000.00
2374,2374,33140,-203.4978467,-203,"10,000",10000.00
2375,2375,34001,-161.0242462,-161,"1,512",2.05
2376,2376,34002,-352.8278856,-353,"10,000",10000.00
2377,2377,34004,-102.2171535,-102,"10,000",10000.00
2378,2378,34005,-87.52207777,-88,"1,407",2.31
2379,2379,34005,-87.52207777,-88,"1,407",2.31
2380,2380,34007,-53.3439718,-53,"1,425",2.80
2381,2381,34008,NA,"10,000","10,000",10000.00
2382,2382,34010,-131.231696,-131,"10,000",10000.00
2383,2383,34011,-105.7049277,-106,"1,408",2.30
2384,2384,34012,-210.5152559,-211,"10,000",10000.00
2385,2385,34013,NA,"10,000","1,423",2.83
2386,2386,34014,-116.6153163,-117,"10,000",10000.00
2387,2387,34015,-156.3673496,-156,"1,281",2.06
2388,2388,34016,-118.3221112,-118,"10,000",10000.00
2389,2389,34016,-118.3221112,-118,"10,000",10000.00
2390,2390,34017,-57.40180746,-57,"2,084",2.23
2391,2391,34018,-154.7485906,-155,"10,000",10000.00
2392,2392,34019,-202.8634874,-203,"1,681",2.59
2393,2393,34020,-150.0855063,-150,"10,000",10000.00
2394,2394,34021,-101.9513791,-102,"1,559",2.20
2395,2395,34023,NA,"10,000","1,606",2.59
2396,2396,34024,-152.9138428,-153,"10,000",10000.00
2397,2397,34024,-152.9138428,-153,"10,000",10000.00
